,ssp119,ssp126,ssp245,ssp370,ssp434,ssp460,ssp534-over,ssp585
1788.5,742.4783926532064,742.4783926532064,742.4783926532064,742.4783926532064,742.4783926532064,742.4783926532064,742.4783926532064,742.4783926532064
1789.5,743.1537277241175,743.1537277241175,743.1537277241175,743.1537277241175,743.1537277241175,743.1537277241175,743.1537277241175,743.1537277241175
1790.5,743.7769553852124,743.7769553852124,743.7769553852124,743.7769553852124,743.7769553852124,743.7769553852124,743.7769553852124,743.7769553852124
1791.5,744.3485161533383,744.3485161533383,744.3485161533383,744.3485161533383,744.3485161533383,744.3485161533383,744.3485161533383,744.3485161533383
1792.5,744.8421027024949,744.8421027024949,744.8421027024949,744.8421027024949,744.8421027024949,744.8421027024949,744.8421027024949,744.8421027024949
1793.5,745.3302453635224,745.3302453635224,745.3302453635224,745.3302453635224,745.3302453635224,745.3302453635224,745.3302453635224,745.3302453635224
1794.5,745.9328845112517,745.9328845112517,745.9328845112517,745.9328845112517,745.9328845112517,745.9328845112517,745.9328845112517,745.9328845112517
1795.5,746.6032502025945,746.6032502025945,746.6032502025945,746.6032502025945,746.6032502025945,746.6032502025945,746.6032502025945,746.6032502025945
1796.5,747.205681707954,747.205681707954,747.205681707954,747.205681707954,747.205681707954,747.205681707954,747.205681707954,747.205681707954
1797.5,747.8293085802289,747.8293085802289,747.8293085802289,747.8293085802289,747.8293085802289,747.8293085802289,747.8293085802289,747.8293085802289
1798.5,748.5297342590034,748.5297342590034,748.5297342590034,748.5297342590034,748.5297342590034,748.5297342590034,748.5297342590034,748.5297342590034
1799.5,749.2442263347549,749.2442263347549,749.2442263347549,749.2442263347549,749.2442263347549,749.2442263347549,749.2442263347549,749.2442263347549
1800.5,749.9779824421231,749.9779824421231,749.9779824421231,749.9779824421231,749.9779824421231,749.9779824421231,749.9779824421231,749.9779824421231
1801.5,750.7119237498656,750.7119237498656,750.7119237498656,750.7119237498656,750.7119237498656,750.7119237498656,750.7119237498656,750.7119237498656
1802.5,751.422960395791,751.422960395791,751.422960395791,751.422960395791,751.422960395791,751.422960395791,751.422960395791,751.422960395791
1803.5,752.0989847639514,752.0989847639514,752.0989847639514,752.0989847639514,752.0989847639514,752.0989847639514,752.0989847639514,752.0989847639514
1804.5,752.7288464239334,752.7288464239334,752.7288464239334,752.7288464239334,752.7288464239334,752.7288464239334,752.7288464239334,752.7288464239334
1805.5,753.4045458570789,753.4045458570789,753.4045458570789,753.4045458570789,753.4045458570789,753.4045458570789,753.4045458570789,753.4045458570789
1806.5,754.129802900899,754.129802900899,754.129802900899,754.129802900899,754.129802900899,754.129802900899,754.129802900899,754.129802900899
1807.5,754.8712699634382,754.8712699634382,754.8712699634382,754.8712699634382,754.8712699634382,754.8712699634382,754.8712699634382,754.8712699634382
1808.5,755.7215875766522,755.7215875766522,755.7215875766522,755.7215875766522,755.7215875766522,755.7215875766522,755.7215875766522,755.7215875766522
1809.5,756.6059518395077,756.6059518395077,756.6059518395077,756.6059518395077,756.6059518395077,756.6059518395077,756.6059518395077,756.6059518395077
1810.5,757.4731543865034,757.4731543865034,757.4731543865034,757.4731543865034,757.4731543865034,757.4731543865034,757.4731543865034,757.4731543865034
1811.5,758.3380521776357,758.3380521776357,758.3380521776357,758.3380521776357,758.3380521776357,758.3380521776357,758.3380521776357,758.3380521776357
1812.5,759.1196133731466,759.1196133731466,759.1196133731466,759.1196133731466,759.1196133731466,759.1196133731466,759.1196133731466,759.1196133731466
1813.5,759.8752718007747,759.8752718007747,759.8752718007747,759.8752718007747,759.8752718007747,759.8752718007747,759.8752718007747,759.8752718007747
1814.5,760.7396590704235,760.7396590704235,760.7396590704235,760.7396590704235,760.7396590704235,760.7396590704235,760.7396590704235,760.7396590704235
1815.5,761.6607621200027,761.6607621200027,761.6607621200027,761.6607621200027,761.6607621200027,761.6607621200027,761.6607621200027,761.6607621200027
1816.5,762.5856732899821,762.5856732899821,762.5856732899821,762.5856732899821,762.5856732899821,762.5856732899821,762.5856732899821,762.5856732899821
1817.5,763.5910924508819,763.5910924508819,763.5910924508819,763.5910924508819,763.5910924508819,763.5910924508819,763.5910924508819,763.5910924508819
1818.5,764.6521666188439,764.6521666188439,764.6521666188439,764.6521666188439,764.6521666188439,764.6521666188439,764.6521666188439,764.6521666188439
1819.5,765.6935929144072,765.6935929144072,765.6935929144072,765.6935929144072,765.6935929144072,765.6935929144072,765.6935929144072,765.6935929144072
1820.5,766.7149677280429,766.7149677280429,766.7149677280429,766.7149677280429,766.7149677280429,766.7149677280429,766.7149677280429,766.7149677280429
1821.5,767.7316444754315,767.7316444754315,767.7316444754315,767.7316444754315,767.7316444754315,767.7316444754315,767.7316444754315,767.7316444754315
1822.5,768.7078155098078,768.7078155098078,768.7078155098078,768.7078155098078,768.7078155098078,768.7078155098078,768.7078155098078,768.7078155098078
1823.5,769.6245714889376,769.6245714889376,769.6245714889376,769.6245714889376,769.6245714889376,769.6245714889376,769.6245714889376,769.6245714889376
1824.5,770.5023191286521,770.5023191286521,770.5023191286521,770.5023191286521,770.5023191286521,770.5023191286521,770.5023191286521,770.5023191286521
1825.5,771.4226881467657,771.4226881467657,771.4226881467657,771.4226881467657,771.4226881467657,771.4226881467657,771.4226881467657,771.4226881467657
1826.5,772.3702084895847,772.3702084895847,772.3702084895847,772.3702084895847,772.3702084895847,772.3702084895847,772.3702084895847,772.3702084895847
1827.5,773.3296940104791,773.3296940104791,773.3296940104791,773.3296940104791,773.3296940104791,773.3296940104791,773.3296940104791,773.3296940104791
1828.5,774.4127219949692,774.4127219949692,774.4127219949692,774.4127219949692,774.4127219949692,774.4127219949692,774.4127219949692,774.4127219949692
1829.5,775.5361036783117,775.5361036783117,775.5361036783117,775.5361036783117,775.5361036783117,775.5361036783117,775.5361036783117,775.5361036783117
1830.5,776.617375747599,776.617375747599,776.617375747599,776.617375747599,776.617375747599,776.617375747599,776.617375747599,776.617375747599
1831.5,777.6545667762664,777.6545667762664,777.6545667762664,777.6545667762664,777.6545667762664,777.6545667762664,777.6545667762664,777.6545667762664
1832.5,778.6624140218839,778.6624140218839,778.6624140218839,778.6624140218839,778.6624140218839,778.6624140218839,778.6624140218839,778.6624140218839
1833.5,779.735150628743,779.735150628743,779.735150628743,779.735150628743,779.735150628743,779.735150628743,779.735150628743,779.735150628743
1834.5,780.9265142441167,780.9265142441167,780.9265142441167,780.9265142441167,780.9265142441167,780.9265142441167,780.9265142441167,780.9265142441167
1835.5,782.1284301426583,782.1284301426583,782.1284301426583,782.1284301426583,782.1284301426583,782.1284301426583,782.1284301426583,782.1284301426583
1836.5,783.2881733157775,783.2881733157775,783.2881733157775,783.2881733157775,783.2881733157775,783.2881733157775,783.2881733157775,783.2881733157775
1837.5,784.4857807110932,784.4857807110932,784.4857807110932,784.4857807110932,784.4857807110932,784.4857807110932,784.4857807110932,784.4857807110932
1838.5,785.7237930805344,785.7237930805344,785.7237930805344,785.7237930805344,785.7237930805344,785.7237930805344,785.7237930805344,785.7237930805344
1839.5,786.9692817991654,786.9692817991654,786.9692817991654,786.9692817991654,786.9692817991654,786.9692817991654,786.9692817991654,786.9692817991654
1840.5,788.1969019139696,788.1969019139696,788.1969019139696,788.1969019139696,788.1969019139696,788.1969019139696,788.1969019139696,788.1969019139696
1841.5,789.4467368653776,789.4467368653776,789.4467368653776,789.4467368653776,789.4467368653776,789.4467368653776,789.4467368653776,789.4467368653776
1842.5,790.6970950572725,790.6970950572725,790.6970950572725,790.6970950572725,790.6970950572725,790.6970950572725,790.6970950572725,790.6970950572725
1843.5,791.8687843253015,791.8687843253015,791.8687843253015,791.8687843253015,791.8687843253015,791.8687843253015,791.8687843253015,791.8687843253015
1844.5,792.9992657922842,792.9992657922842,792.9992657922842,792.9992657922842,792.9992657922842,792.9992657922842,792.9992657922842,792.9992657922842
1845.5,794.199983209341,794.199983209341,794.199983209341,794.199983209341,794.199983209341,794.199983209341,794.199983209341,794.199983209341
1846.5,795.4556064031601,795.4556064031601,795.4556064031601,795.4556064031601,795.4556064031601,795.4556064031601,795.4556064031601,795.4556064031601
1847.5,796.7516629766847,796.7516629766847,796.7516629766847,796.7516629766847,796.7516629766847,796.7516629766847,796.7516629766847,796.7516629766847
1848.5,798.1796168406544,798.1796168406544,798.1796168406544,798.1796168406544,798.1796168406544,798.1796168406544,798.1796168406544,798.1796168406544
1849.5,799.641772819024,799.641772819024,799.641772819024,799.641772819024,799.641772819024,799.641772819024,799.641772819024,799.641772819024
1850.5,801.0873231527503,801.0873231527503,801.0873231527503,801.0873231527503,801.0873231527503,801.0873231527503,801.0873231527503,801.0873231527503
1851.5,802.4811644062104,802.4811644062104,802.4811644062104,802.4811644062104,802.4811644062104,802.4811644062104,802.4811644062104,802.4811644062104
1852.5,803.7662383461036,803.7662383461036,803.7662383461036,803.7662383461036,803.7662383461036,803.7662383461036,803.7662383461036,803.7662383461036
1853.5,805.0477760009342,805.0477760009342,805.0477760009342,805.0477760009342,805.0477760009342,805.0477760009342,805.0477760009342,805.0477760009342
1854.5,806.469551111479,806.469551111479,806.469551111479,806.469551111479,806.469551111479,806.469551111479,806.469551111479,806.469551111479
1855.5,807.9422859784313,807.9422859784313,807.9422859784313,807.9422859784313,807.9422859784313,807.9422859784313,807.9422859784313,807.9422859784313
1856.5,809.3721343240138,809.3721343240138,809.3721343240138,809.3721343240138,809.3721343240138,809.3721343240138,809.3721343240138,809.3721343240138
1857.5,810.86101989022,810.86101989022,810.86101989022,810.86101989022,810.86101989022,810.86101989022,810.86101989022,810.86101989022
1858.5,812.4176614839254,812.4176614839254,812.4176614839254,812.4176614839254,812.4176614839254,812.4176614839254,812.4176614839254,812.4176614839254
1859.5,813.9887774593642,813.9887774593642,813.9887774593642,813.9887774593642,813.9887774593642,813.9887774593642,813.9887774593642,813.9887774593642
1860.5,815.5588235840019,815.5588235840019,815.5588235840019,815.5588235840019,815.5588235840019,815.5588235840019,815.5588235840019,815.5588235840019
1861.5,817.190579111834,817.190579111834,817.190579111834,817.190579111834,817.190579111834,817.190579111834,817.190579111834,817.190579111834
1862.5,818.9667467493223,818.9667467493223,818.9667467493223,818.9667467493223,818.9667467493223,818.9667467493223,818.9667467493223,818.9667467493223
1863.5,820.8285783217677,820.8285783217677,820.8285783217677,820.8285783217677,820.8285783217677,820.8285783217677,820.8285783217677,820.8285783217677
1864.5,822.7896423062955,822.7896423062955,822.7896423062955,822.7896423062955,822.7896423062955,822.7896423062955,822.7896423062955,822.7896423062955
1865.5,824.978954388914,824.978954388914,824.978954388914,824.978954388914,824.978954388914,824.978954388914,824.978954388914,824.978954388914
1866.5,827.3246701974964,827.3246701974964,827.3246701974964,827.3246701974964,827.3246701974964,827.3246701974964,827.3246701974964,827.3246701974964
1867.5,829.7750184968548,829.7750184968548,829.7750184968548,829.7750184968548,829.7750184968548,829.7750184968548,829.7750184968548,829.7750184968548
1868.5,832.4248023303737,832.4248023303737,832.4248023303737,832.4248023303737,832.4248023303737,832.4248023303737,832.4248023303737,832.4248023303737
1869.5,835.1465326506418,835.1465326506418,835.1465326506418,835.1465326506418,835.1465326506418,835.1465326506418,835.1465326506418,835.1465326506418
1870.5,837.9003749788501,837.9003749788501,837.9003749788501,837.9003749788501,837.9003749788501,837.9003749788501,837.9003749788501,837.9003749788501
1871.5,840.6903343576737,840.6903343576737,840.6903343576737,840.6903343576737,840.6903343576737,840.6903343576737,840.6903343576737,840.6903343576737
1872.5,843.4074570605833,843.4074570605833,843.4074570605833,843.4074570605833,843.4074570605833,843.4074570605833,843.4074570605833,843.4074570605833
1873.5,846.2238866931516,846.2238866931516,846.2238866931516,846.2238866931516,846.2238866931516,846.2238866931516,846.2238866931516,846.2238866931516
1874.5,849.2594224442718,849.2594224442718,849.2594224442718,849.2594224442718,849.2594224442718,849.2594224442718,849.2594224442718,849.2594224442718
1875.5,852.3264414967175,852.3264414967175,852.3264414967175,852.3264414967175,852.3264414967175,852.3264414967175,852.3264414967175,852.3264414967175
1876.5,855.3993199588572,855.3993199588572,855.3993199588572,855.3993199588572,855.3993199588572,855.3993199588572,855.3993199588572,855.3993199588572
1877.5,858.5683581143062,858.5683581143062,858.5683581143062,858.5683581143062,858.5683581143062,858.5683581143062,858.5683581143062,858.5683581143062
1878.5,861.8059660707248,861.8059660707248,861.8059660707248,861.8059660707248,861.8059660707248,861.8059660707248,861.8059660707248,861.8059660707248
1879.5,865.1436686598913,865.1436686598913,865.1436686598913,865.1436686598913,865.1436686598913,865.1436686598913,865.1436686598913,865.1436686598913
1880.5,868.5182207480989,868.5182207480989,868.5182207480989,868.5182207480989,868.5182207480989,868.5182207480989,868.5182207480989,868.5182207480989
1881.5,871.8849346935863,871.8849346935863,871.8849346935863,871.8849346935863,871.8849346935863,871.8849346935863,871.8849346935863,871.8849346935863
1882.5,875.2714813257776,875.2714813257776,875.2714813257776,875.2714813257776,875.2714813257776,875.2714813257776,875.2714813257776,875.2714813257776
1883.5,878.5932603771586,878.5932603771586,878.5932603771586,878.5932603771586,878.5932603771586,878.5932603771586,878.5932603771586,878.5932603771586
1884.5,881.9429569864908,881.9429569864908,881.9429569864908,881.9429569864908,881.9429569864908,881.9429569864908,881.9429569864908,881.9429569864908
1885.5,885.4964078425646,885.4964078425646,885.4964078425646,885.4964078425646,885.4964078425646,885.4964078425646,885.4964078425646,885.4964078425646
1886.5,889.1642342552651,889.1642342552651,889.1642342552651,889.1642342552651,889.1642342552651,889.1642342552651,889.1642342552651,889.1642342552651
1887.5,892.8577791642249,892.8577791642249,892.8577791642249,892.8577791642249,892.8577791642249,892.8577791642249,892.8577791642249,892.8577791642249
1888.5,896.6190665341735,896.6190665341735,896.6190665341735,896.6190665341735,896.6190665341735,896.6190665341735,896.6190665341735,896.6190665341735
1889.5,900.3872466934649,900.3872466934649,900.3872466934649,900.3872466934649,900.3872466934649,900.3872466934649,900.3872466934649,900.3872466934649
1890.5,904.1191826323843,904.1191826323843,904.1191826323843,904.1191826323843,904.1191826323843,904.1191826323843,904.1191826323843,904.1191826323843
1891.5,907.7976097408919,907.7976097408919,907.7976097408919,907.7976097408919,907.7976097408919,907.7976097408919,907.7976097408919,907.7976097408919
1892.5,911.3813481440793,911.3813481440793,911.3813481440793,911.3813481440793,911.3813481440793,911.3813481440793,911.3813481440793,911.3813481440793
1893.5,915.0115947522065,915.0115947522065,915.0115947522065,915.0115947522065,915.0115947522065,915.0115947522065,915.0115947522065,915.0115947522065
1894.5,918.8209328399104,918.8209328399104,918.8209328399104,918.8209328399104,918.8209328399104,918.8209328399104,918.8209328399104,918.8209328399104
1895.5,922.6934651719826,922.6934651719826,922.6934651719826,922.6934651719826,922.6934651719826,922.6934651719826,922.6934651719826,922.6934651719826
1896.5,926.4594466548132,926.4594466548132,926.4594466548132,926.4594466548132,926.4594466548132,926.4594466548132,926.4594466548132,926.4594466548132
1897.5,930.2519799474695,930.2519799474695,930.2519799474695,930.2519799474695,930.2519799474695,930.2519799474695,930.2519799474695,930.2519799474695
1898.5,934.0937929901856,934.0937929901856,934.0937929901856,934.0937929901856,934.0937929901856,934.0937929901856,934.0937929901856,934.0937929901856
1899.5,937.9941055413087,937.9941055413087,937.9941055413087,937.9941055413087,937.9941055413087,937.9941055413087,937.9941055413087,937.9941055413087
1900.5,941.953832709622,941.953832709622,941.953832709622,941.953832709622,941.953832709622,941.953832709622,941.953832709622,941.953832709622
1901.5,945.8348291957977,945.8348291957977,945.8348291957977,945.8348291957977,945.8348291957977,945.8348291957977,945.8348291957977,945.8348291957977
1902.5,949.6380006286786,949.6380006286786,949.6380006286786,949.6380006286786,949.6380006286786,949.6380006286786,949.6380006286786,949.6380006286786
1903.5,953.3655564865106,953.3655564865106,953.3655564865106,953.3655564865106,953.3655564865106,953.3655564865106,953.3655564865106,953.3655564865106
1904.5,957.1938605431643,957.1938605431643,957.1938605431643,957.1938605431643,957.1938605431643,957.1938605431643,957.1938605431643,957.1938605431643
1905.5,961.1716945431272,961.1716945431272,961.1716945431272,961.1716945431272,961.1716945431272,961.1716945431272,961.1716945431272,961.1716945431272
1906.5,965.1021818136114,965.1021818136114,965.1021818136114,965.1021818136114,965.1021818136114,965.1021818136114,965.1021818136114,965.1021818136114
1907.5,969.0195846925427,969.0195846925427,969.0195846925427,969.0195846925427,969.0195846925427,969.0195846925427,969.0195846925427,969.0195846925427
1908.5,973.018890421973,973.018890421973,973.018890421973,973.018890421973,973.018890421973,973.018890421973,973.018890421973,973.018890421973
1909.5,976.9844295542764,976.9844295542764,976.9844295542764,976.9844295542764,976.9844295542764,976.9844295542764,976.9844295542764,976.9844295542764
1910.5,980.9456638240921,980.9456638240921,980.9456638240921,980.9456638240921,980.9456638240921,980.9456638240921,980.9456638240921,980.9456638240921
1911.5,984.8800270597519,984.8800270597519,984.8800270597519,984.8800270597519,984.8800270597519,984.8800270597519,984.8800270597519,984.8800270597519
1912.5,988.683152003317,988.683152003317,988.683152003317,988.683152003317,988.683152003317,988.683152003317,988.683152003317,988.683152003317
1913.5,992.5670167454629,992.5670167454629,992.5670167454629,992.5670167454629,992.5670167454629,992.5670167454629,992.5670167454629,992.5670167454629
1914.5,996.7126023941648,996.7126023941648,996.7126023941648,996.7126023941648,996.7126023941648,996.7126023941648,996.7126023941648,996.7126023941648
1915.5,1000.9385274138251,1000.9385274138251,1000.9385274138251,1000.9385274138251,1000.9385274138251,1000.9385274138251,1000.9385274138251,1000.9385274138251
1916.5,1005.0510578662966,1005.0510578662966,1005.0510578662966,1005.0510578662966,1005.0510578662966,1005.0510578662966,1005.0510578662966,1005.0510578662966
1917.5,1009.1507653690841,1009.1507653690841,1009.1507653690841,1009.1507653690841,1009.1507653690841,1009.1507653690841,1009.1507653690841,1009.1507653690841
1918.5,1013.3291702311851,1013.3291702311851,1013.3291702311851,1013.3291702311851,1013.3291702311851,1013.3291702311851,1013.3291702311851,1013.3291702311851
1919.5,1017.6186110867545,1017.6186110867545,1017.6186110867545,1017.6186110867545,1017.6186110867545,1017.6186110867545,1017.6186110867545,1017.6186110867545
1920.5,1021.9403827181587,1021.9403827181587,1021.9403827181587,1021.9403827181587,1021.9403827181587,1021.9403827181587,1021.9403827181587,1021.9403827181587
1921.5,1026.1462367291683,1026.1462367291683,1026.1462367291683,1026.1462367291683,1026.1462367291683,1026.1462367291683,1026.1462367291683,1026.1462367291683
1922.5,1030.192169791371,1030.192169791371,1030.192169791371,1030.192169791371,1030.192169791371,1030.192169791371,1030.192169791371,1030.192169791371
1923.5,1034.3085343225061,1034.3085343225061,1034.3085343225061,1034.3085343225061,1034.3085343225061,1034.3085343225061,1034.3085343225061,1034.3085343225061
1924.5,1038.4507635058799,1038.4507635058799,1038.4507635058799,1038.4507635058799,1038.4507635058799,1038.4507635058799,1038.4507635058799,1038.4507635058799
1925.5,1042.442744857837,1042.442744857837,1042.442744857837,1042.442744857837,1042.442744857837,1042.442744857837,1042.442744857837,1042.442744857837
1926.5,1046.4024434272242,1046.4024434272242,1046.4024434272242,1046.4024434272242,1046.4024434272242,1046.4024434272242,1046.4024434272242,1046.4024434272242
1927.5,1050.3554561201058,1050.3554561201058,1050.3554561201058,1050.3554561201058,1050.3554561201058,1050.3554561201058,1050.3554561201058,1050.3554561201058
1928.5,1054.3434386768815,1054.3434386768815,1054.3434386768815,1054.3434386768815,1054.3434386768815,1054.3434386768815,1054.3434386768815,1054.3434386768815
1929.5,1058.3758436823664,1058.3758436823664,1058.3758436823664,1058.3758436823664,1058.3758436823664,1058.3758436823664,1058.3758436823664,1058.3758436823664
1930.5,1062.6337742496498,1062.6337742496498,1062.6337742496498,1062.6337742496498,1062.6337742496498,1062.6337742496498,1062.6337742496498,1062.6337742496498
1931.5,1066.8878929867044,1066.8878929867044,1066.8878929867044,1066.8878929867044,1066.8878929867044,1066.8878929867044,1066.8878929867044,1066.8878929867044
1932.5,1071.0758669111513,1071.0758669111513,1071.0758669111513,1071.0758669111513,1071.0758669111513,1071.0758669111513,1071.0758669111513,1071.0758669111513
1933.5,1075.363834862194,1075.363834862194,1075.363834862194,1075.363834862194,1075.363834862194,1075.363834862194,1075.363834862194,1075.363834862194
1934.5,1079.7486668064503,1079.7486668064503,1079.7486668064503,1079.7486668064503,1079.7486668064503,1079.7486668064503,1079.7486668064503,1079.7486668064503
1935.5,1084.1882611771368,1084.1882611771368,1084.1882611771368,1084.1882611771368,1084.1882611771368,1084.1882611771368,1084.1882611771368,1084.1882611771368
1936.5,1088.6644720684005,1088.6644720684005,1088.6644720684005,1088.6644720684005,1088.6644720684005,1088.6644720684005,1088.6644720684005,1088.6644720684005
1937.5,1093.136473561648,1093.136473561648,1093.136473561648,1093.136473561648,1093.136473561648,1093.136473561648,1093.136473561648,1093.136473561648
1938.5,1097.4530884036544,1097.4530884036544,1097.4530884036544,1097.4530884036544,1097.4530884036544,1097.4530884036544,1097.4530884036544,1097.4530884036544
1939.5,1101.8213989460537,1101.8213989460537,1101.8213989460537,1101.8213989460537,1101.8213989460537,1101.8213989460537,1101.8213989460537,1101.8213989460537
1940.5,1106.1526822289838,1106.1526822289838,1106.1526822289838,1106.1526822289838,1106.1526822289838,1106.1526822289838,1106.1526822289838,1106.1526822289838
1941.5,1110.5159916821353,1110.5159916821353,1110.5159916821353,1110.5159916821353,1110.5159916821353,1110.5159916821353,1110.5159916821353,1110.5159916821353
1942.5,1115.2802579841548,1115.2802579841548,1115.2802579841548,1115.2802579841548,1115.2802579841548,1115.2802579841548,1115.2802579841548,1115.2802579841548
1943.5,1120.3941812490798,1120.3941812490798,1120.3941812490798,1120.3941812490798,1120.3941812490798,1120.3941812490798,1120.3941812490798,1120.3941812490798
1944.5,1125.8025508198966,1125.8025508198966,1125.8025508198966,1125.8025508198966,1125.8025508198966,1125.8025508198966,1125.8025508198966,1125.8025508198966
1945.5,1131.5469560063,1131.5469560063,1131.5469560063,1131.5469560063,1131.5469560063,1131.5469560063,1131.5469560063,1131.5469560063
1946.5,1137.5044274849097,1137.5044274849097,1137.5044274849097,1137.5044274849097,1137.5044274849097,1137.5044274849097,1137.5044274849097,1137.5044274849097
1947.5,1143.5484563450773,1143.5484563450773,1143.5484563450773,1143.5484563450773,1143.5484563450773,1143.5484563450773,1143.5484563450773,1143.5484563450773
1948.5,1149.7497482118915,1149.7497482118915,1149.7497482118915,1149.7497482118915,1149.7497482118915,1149.7497482118915,1149.7497482118915,1149.7497482118915
1949.5,1156.4267036056783,1156.4267036056783,1156.4267036056783,1156.4267036056783,1156.4267036056783,1156.4267036056783,1156.4267036056783,1156.4267036056783
