,ssp245,ssp245-ModAggr,ssp245-Aggr
1983.5,1603.4588608812348,1603.4588608812348,1603.4588608812348
1984.5,1613.1732395316294,1613.1732395316294,1613.1732395316294
1985.5,1622.478574794446,1622.478574794446,1622.478574794446
1986.5,1631.7744506032739,1631.7744506032739,1631.7744506032739
1987.5,1641.7180964825948,1641.7180964825948,1641.7180964825948
1988.5,1651.1857736732782,1651.1857736732782,1651.1857736732782
1989.5,1659.9852500823072,1659.9852500823072,1659.9852500823072
1990.5,1668.8107604497402,1668.8107604497402,1668.8107604497402
1991.5,1680.8438448813718,1680.8438448813718,1680.8438448813718
1992.5,1690.5655600287942,1690.5655600287942,1690.5655600287942
1993.5,1694.6817092919944,1694.6817092919944,1694.6817092919944
1994.5,1701.3274789375755,1701.3274789375755,1701.3274789375755
1995.5,1707.9618159372126,1707.9618159372126,1707.9618159372126
1996.5,1711.4395749327277,1711.4395749327277,1711.4395749327277
1997.5,1720.8844195161353,1720.8844195161353,1720.8844195161353
1998.5,1731.023806913786,1731.023806913786,1731.023806913786
1999.5,1733.833610311447,1733.833610311447,1733.833610311447
2000.5,1734.2560443408872,1734.2560443408872,1734.2560443408872
2001.5,1734.1947352532006,1734.1947352532006,1734.1947352532006
2002.5,1736.8748168166508,1736.8748168166508,1736.8748168166508
2003.5,1742.120405028441,1742.120405028441,1742.120405028441
2004.5,1747.9891856770732,1747.9891856770732,1747.9891856770732
2005.5,1754.5900797639956,1754.5900797639956,1754.5900797639956
2006.5,1763.1378639174086,1763.1378639174086,1763.1378639174086
2007.5,1770.7557062108071,1770.7557062108071,1770.7557062108071
2008.5,1776.4342402239472,1776.4342402239472,1776.4342402239472
2009.5,1784.456242790097,1784.456242790097,1784.456242790097
2010.5,1794.4236770024972,1794.4236770024972,1794.4236770024972
2011.5,1803.3692323355688,1803.3692323355688,1803.3692323355688
2012.5,1812.9501454015035,1812.9501454015035,1812.9501454015035
2013.5,1823.944981626168,1823.944981626168,1823.944981626168
2014.5,1836.009464770288,1836.009464770288,1836.009464770288
2015.5,1848.4739132522773,1848.4739132522773,1848.4739132522773
2016.5,1859.5055769814533,1859.5055769814533,1859.5055769814533
2017.5,1869.9579351491632,1869.9579351491632,1869.9579351491632
2018.5,1879.8909488530599,1879.8909488530599,1879.8909488530599
2019.5,1889.2288562465196,1889.2288562465196,1889.2288562465196
2020.5,1898.0848929596514,1898.0848929596514,1898.0848929596514
2021.5,1906.6516039870307,1904.8498983332945,1903.0848940918831
2022.5,1914.9187322920639,1907.8487073812498,1900.922602868358
2023.5,1923.1147843547137,1907.5675248431494,1892.340321881904
2024.5,1931.0711432727721,1904.0994070109323,1877.6914093455266
2025.5,1938.8549195772794,1897.7048659892184,1857.4348221751516
2026.5,1946.5380439046132,1888.6838302647084,1832.1137128137455
2027.5,1954.0887840795933,1877.158504559912,1802.0405028956766
2028.5,1961.4656697388518,1863.3673971731555,1767.6845883372102
2029.5,1968.5566693817093,1847.3268131463537,1729.2625518072246
2030.5,1975.6474254938298,1829.3245616777222,1687.1370014741356
2031.5,1982.279711127683,1810.6422082280862,1644.815419669727
2032.5,1988.4391452980462,1792.4215536828742,1605.0241066694082
2033.5,1993.8214304224953,1774.3687256437204,1567.5078129016897
2034.5,1998.6848619839634,1756.5488683774865,1532.2402784458054
2035.5,2003.1221856436193,1739.0387911275545,1498.93849574953
2036.5,2006.9607822430667,1721.7682064056405,1467.4607780912465
2037.5,2010.4361816681553,1704.6228775122945,1437.7068746185266
2038.5,2013.339391410739,1687.748734015368,1409.579027422026
2039.5,2015.905247044271,1670.9896588891252,1382.8041067581867
2040.5,2017.895008811629,1654.3391953096236,1357.3211788569893
2041.5,2019.3628725550668,1637.69192740947,1333.3466928670614
2042.5,2020.0057873488072,1621.0254955267114,1311.0612461011679
2043.5,2019.956855280037,1604.2894784723794,1290.137688342024
2044.5,2019.1302126512142,1587.436728212896,1270.581180894129
2045.5,2017.5778321529838,1570.466459299635,1252.2213917442098
2046.5,2015.4698952116423,1553.6311450868884,1234.918419970747
2047.5,2012.7228107707056,1536.6939154508968,1218.6348359183805
2048.5,2009.4620316396863,1519.7514159761658,1203.3597832644268
2049.5,2005.6363678581365,1502.7650985395258,1188.92881081606
2050.5,2001.3077168952682,1485.7248129159175,1175.302061297099
2051.5,1996.2430670084523,1469.170757599656,1162.5033603671366
2052.5,1990.7503540222538,1453.4425185209484,1150.5952495680008
2053.5,1984.8112798482089,1438.5399879943084,1139.5195971891198
2054.5,1978.2865474584855,1424.5377276544464,1129.1879456053814
2055.5,1971.2488363532689,1411.0799161670307,1119.5571233142743
2056.5,1963.6946659233095,1398.3483382301665,1110.5777673881157
2057.5,1955.6825589762173,1386.328711302855,1102.1647610916461
2058.5,1947.4500196116273,1374.8237354617704,1094.2424683402232
2059.5,1938.867645759204,1363.810555894924,1086.8352541978827
2060.5,1929.8781675888436,1353.2101375560844,1079.840005197584
2061.5,1920.8238306301773,1343.215206066784,1073.3355608752058
2062.5,1911.925837683627,1333.9208420214136,1067.2902156434347
2063.5,1903.2874410877312,1325.1936624446962,1061.7662913327972
2064.5,1894.6930541998415,1317.0387003844685,1056.6137579661458
2065.5,1886.334687710259,1309.405599217565,1051.901733142091
2066.5,1878.1551969838447,1302.2150290253876,1047.4950870194002
2067.5,1870.2842308008771,1295.310625750334,1043.3719969408576
2068.5,1862.5195792651266,1288.9378450334618,1039.5112221465852
2069.5,1854.9018799440375,1282.9390664566295,1035.9303863478144
2070.5,1847.2147460626106,1277.2659273706688,1032.5211421364672
2071.5,1839.782192870942,1271.8076882398154,1029.280177437299
2072.5,1832.1181859228448,1266.6017627726558,1026.2481581935883
2073.5,1824.6192425617855,1261.5718179625915,1023.3391041753213
2074.5,1817.3314657967487,1256.556050472405,1020.5279025096534
2075.5,1809.9410188872048,1251.7793326339233,1017.8063186630612
2076.5,1802.4370624424444,1247.1436735177467,1015.1501352450853
2077.5,1794.739278114071,1242.5856145787402,1012.5785099346075
2078.5,1787.2916285251547,1238.181775710225,1010.0666567535573
2079.5,1779.891117208039,1233.947232597087,1007.6562158161535
2080.5,1772.4847811764037,1229.760523659047,1005.3157010379196
2081.5,1765.1363211988164,1225.7226666398824,1003.1020299290924
2082.5,1758.3745688399265,1222.0334241668872,1001.0004249463034
2083.5,1751.8927379158392,1218.5713544577309,999.0867122937134
2084.5,1745.5543814970374,1215.3172763172745,997.320921856073
2085.5,1739.462764782279,1212.1676590420764,995.6337637144559
2086.5,1733.8413982796394,1209.2378653430608,994.0767324491068
2087.5,1728.3215747402282,1206.4608681491363,992.6124387212536
2088.5,1723.1514101236276,1203.958473704578,991.238454031574
2089.5,1718.077379446811,1201.5994871178768,989.9368089980726
2090.5,1713.2029947099838,1199.3271437058906,988.7135137656736
2091.5,1708.5395839262546,1197.1690657544978,987.5447955778643
2092.5,1704.1685474418125,1195.105678328751,986.4503825652321
2093.5,1699.9989659574212,1193.1623053397273,985.442819279631
2094.5,1696.0036978382934,1191.3245388326818,984.4901443056308
2095.5,1692.038350860292,1189.6201519395952,983.5953564909855
2096.5,1688.35524019999,1187.9948207520533,982.7555181986451
2097.5,1684.8800497280117,1186.5162172273244,981.9997579212079
2098.5,1681.4971525237859,1185.070900351187,981.2359137395533
2099.5,1678.26168711304,1183.7189461067755,980.4833010041405
2100.5,1675.2182955808794,1182.3531306260847,979.7788116192135
2101.5,1672.249348128926,1181.0113859558855,979.1116397412302
2102.5,1669.201162718462,1179.688538758239,978.3772662823112
2103.5,1665.6887292609467,1178.2729287934633,977.6088908657559
2104.5,1662.1251135464076,1176.8002454073253,976.7791867264943
2105.5,1658.715131879791,1175.2399497739164,975.9155544418891
2106.5,1655.2380675086583,1173.6622819431168,975.0201515812621
2107.5,1651.6891613596865,1172.050064735723,974.0817520116939
2108.5,1648.0451489461711,1170.3480822736808,973.1309316991913
2109.5,1644.3917367587765,1168.6373473236872,972.1437817808087
2110.5,1640.555136083347,1166.8797701127323,971.1055258872041
2111.5,1636.7404037541778,1165.1502867795505,970.0830979811535
2112.5,1632.8083209819556,1163.3635284974534,969.0261054928745
2113.5,1628.9626834121236,1161.5176708890228,967.9800661788951
2114.5,1625.0743363490187,1159.708683932959,966.920074444135
2115.5,1621.1470562988725,1157.8686805292327,965.8582088774865
2116.5,1617.1603863167998,1155.942047475477,964.7930624360368
2117.5,1613.1893309812524,1154.1207978668924,963.7018698760797
2118.5,1609.0681033280237,1152.195672837462,962.5972434438127
2119.5,1605.0119893466938,1150.2515890828304,961.4744021111022
2120.5,1600.8051237531377,1148.2560058545494,960.3398406144852
2121.5,1596.5283210715259,1146.2504165386504,959.2092018814633
2122.5,1592.429035243998,1144.2590914794357,958.0410321553221
2123.5,1588.1135803570542,1142.3270659663726,956.8703611416813
2124.5,1583.8578945827096,1140.3372420559554,955.7305670013325
2125.5,1579.6545130767818,1138.326373144982,954.6089707079733
2126.5,1575.4416090303457,1136.341363075061,953.4882961826711
2127.5,1571.2203138133884,1134.3517557772202,952.3322641038726
2128.5,1566.9916634710348,1132.3580274782692,951.1734349587018
2129.5,1562.72459870446,1130.3554075030193,950.012179629191
2130.5,1558.3340712679158,1128.3215227684655,948.8612076576671
